transaction_id,fraud_score,is_suspicious,explanation
C1011104118_1,0.915234789148536,True,"Top drivers: amount (0.085), origin_balance_delta (0.070), newbalanceDest (0.063) | Rules: origin_balance_mismatch: Origin balance off by 20574.82"
C1011481270_1,0.8689343993640133,True,"Top drivers: dest_balance_delta (0.072), origin_balance_delta (0.066), amount (0.062) | Rules: origin_balance_mismatch: Origin balance off by 12123.91"
C1011599868_1,0.9886390416263606,True,"Top drivers: amount (0.076), origin_balance_delta (0.069), dest_balance_delta (0.066) | Rules: origin_balance_mismatch: Origin balance off by 396886.98"
C1012552887_1,0.9622489561335936,True,"Top drivers: amount (0.079), origin_balance_delta (0.071), dest_balance_delta (0.066) | Rules: high_amount: Amount 272709.33 >= 200000.0; origin_balance_mismatch: Origin balance off by 196642.33; new_destination_large_amount: New destination received 272709.33"
C1015122628_1,0.8695110103496448,True,"Top drivers: amount (0.087), dest_balance_delta (0.076), newbalanceDest (0.053) | Rules: new_destination_large_amount: New destination received 98247.27"
C1016633682_1,0.8513931522533462,True,"Top drivers: dest_balance_delta (0.071), origin_balance_delta (0.063), amount (0.060) | Rules: origin_balance_mismatch: Origin balance off by 9006.78"
C1016856028_1,0.3993800794896514,False,"Top drivers: dest_balance_delta (0.084), oldbalanceOrg (0.033), newbalanceOrig (0.031)"
C1017792343_1,0.9914955745048819,True,"Top drivers: amount (0.075), origin_balance_delta (0.070), dest_balance_delta (0.062) | Rules: origin_balance_mismatch: Origin balance off by 134616.54"
C102103410_1,0.9886390416263606,True,"Top drivers: amount (0.076), origin_balance_delta (0.069), dest_balance_delta (0.067) | Rules: high_amount: Amount 383446.61 >= 200000.0; origin_balance_mismatch: Origin balance off by 766893.22"
C1021565761_1,0.8728157628584619,True,"Top drivers: origin_balance_delta (0.075), amount (0.071), newbalanceDest (0.062) | Rules: origin_balance_mismatch: Origin balance off by 16631.14"
C102318785_1,0.9999999975739751,True,"Top drivers: amount (0.072), origin_balance_delta (0.071), dest_balance_delta (0.063) | Rules: origin_balance_mismatch: Origin balance off by 60360.45"
C1026483832_1,0.43620429161086294,False,"Top drivers: dest_balance_delta (0.086), amount (0.045), oldbalanceOrg (0.033)"
C1027319653_1,0.8513931522533462,True,"Top drivers: dest_balance_delta (0.072), origin_balance_delta (0.062), amount (0.059) | Rules: origin_balance_mismatch: Origin balance off by 9014.95"
C1027569178_1,0.2780194278885214,False,"Top drivers: dest_balance_delta (0.078), step (0.021), newbalanceDest (0.020)"
C1028145537_1,0.8291346752330091,True,"Top drivers: dest_balance_delta (0.073), origin_balance_delta (0.059), amount (0.047) | Rules: origin_balance_mismatch: Origin balance off by 5831.03"
C1028472807_1,0.9886390416263606,True,"Top drivers: amount (0.077), origin_balance_delta (0.069), dest_balance_delta (0.067) | Rules: origin_balance_mismatch: Origin balance off by 256044.38"
C1029898472_1,0.42641922214979816,False,"Top drivers: dest_balance_delta (0.086), amount (0.041), oldbalanceOrg (0.033)"
C1031586763_1,0.8744443691301997,True,"Top drivers: dest_balance_delta (0.071), origin_balance_delta (0.068), amount (0.064) | Rules: origin_balance_mismatch: Origin balance off by 14432.60"
C1031968647_1,0.8154323630609233,True,"Top drivers: dest_balance_delta (0.075), origin_balance_delta (0.061), amount (0.055) | Rules: origin_balance_mismatch: Origin balance off by 6052.78"
C1032568028_1,0.9281102177010514,True,"Top drivers: amount (0.081), origin_balance_delta (0.077), newbalanceDest (0.064) | Rules: origin_balance_mismatch: Origin balance off by 77642.84"
C1033348658_1,0.9265143859988854,True,"Top drivers: amount (0.077), dest_balance_delta (0.069), origin_balance_delta (0.069) | Rules: origin_balance_mismatch: Origin balance off by 171508.59"
C1033880954_1,0.868323215406213,True,"Top drivers: dest_balance_delta (0.071), origin_balance_delta (0.066), amount (0.062) | Rules: origin_balance_mismatch: Origin balance off by 11300.22"
C1037163664_1,0.9100939162115937,True,"Top drivers: amount (0.086), origin_balance_delta (0.079), newbalanceDest (0.063) | Rules: high_amount: Amount 232953.64 >= 200000.0; origin_balance_mismatch: Origin balance off by 465907.27"
C1037475674_1,0.382206840881904,False,"Top drivers: newbalanceDest (0.065), amount (0.034), oldbalanceDest (0.034)"
C103787801_1,0.11977940720715766,False,"Top drivers: dest_balance_delta (0.057), newbalanceDest (0.022), oldbalanceDest (0.021)"
C1038820134_1,0.4890178774171497,False,"Top drivers: dest_balance_delta (0.084), amount (0.049), oldbalanceDest (0.031)"
C104261836_1,0.7725456025246324,True,"Top drivers: dest_balance_delta (0.075), origin_balance_delta (0.046), amount (0.035) | Rules: origin_balance_mismatch: Origin balance off by 3222.32"
C1042891691_1,0.9281102177010514,True,"Top drivers: amount (0.081), origin_balance_delta (0.078), newbalanceDest (0.063) | Rules: origin_balance_mismatch: Origin balance off by 45756.23"
C1043358826_1,0.8261480849579164,True,"Top drivers: dest_balance_delta (0.074), origin_balance_delta (0.060), amount (0.047) | Rules: origin_balance_mismatch: Origin balance off by 5618.13"
C1043639521_1,0.9277615470380671,True,"Top drivers: amount (0.080), dest_balance_delta (0.073), origin_balance_delta (0.069) | Rules: origin_balance_mismatch: Origin balance off by 78499.34"
C1045731788_1,0.9277615470380671,True,"Top drivers: amount (0.080), dest_balance_delta (0.072), origin_balance_delta (0.068) | Rules: high_amount: Amount 259753.27 >= 200000.0; origin_balance_mismatch: Origin balance off by 519506.54"
C1045985568_1,0.9886390416263606,True,"Top drivers: amount (0.076), origin_balance_delta (0.070), dest_balance_delta (0.066) | Rules: origin_balance_mismatch: Origin balance off by 223311.70"
C1046009438_1,0.9591326028882992,True,"Top drivers: origin_balance_delta (0.064), dest_balance_delta (0.063), amount (0.059) | Rules: origin_balance_mismatch: Origin balance off by 13576.03"
C1046056441_1,0.9713660913617259,True,"Top drivers: amount (0.074), origin_balance_delta (0.069), dest_balance_delta (0.065) | Rules: high_amount: Amount 556542.19 >= 200000.0; origin_balance_mismatch: Origin balance off by 556542.19"
C104716441_1,0.6879003589913735,True,"Top drivers: dest_balance_delta (0.081), origin_balance_delta (0.026), amount (0.025) | Rules: origin_balance_mismatch: Origin balance off by 625.44"
C1047934137_1,0.925923653051467,True,"Top drivers: amount (0.085), origin_balance_delta (0.077), newbalanceDest (0.063) | Rules: high_amount: Amount 373068.26 >= 200000.0; origin_balance_mismatch: Origin balance off by 353034.26"
C1048128739_1,0.9999999975739751,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 315325.25 >= 200000.0; origin_balance_mismatch: Origin balance off by 315325.25"
C1048712791_1,0.4739155645625683,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1049590050_1,0.9024053425184035,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 18288.91"
C1052127672_1,0.7739155645625683,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
C1052768296_1,0.9281102177010514,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 132574.00"
C1052842393_1,0.39716586482661603,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C105321150_1,0.4739155645625683,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1053632127_1,0.3871675576284641,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1053744929_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 125566.26"
C1053967012_1,0.4301510124677848,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1055104416_1,0.45085179032535727,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1055601039_1,0.9416766604562827,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 180368.84"
C1057307776_1,0.4481407393816222,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1057468716_1,0.8610051124337408,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 9686.85"
C1057507014_1,0.9046975495458471,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 2545478.01 >= 200000.0; origin_balance_mismatch: Origin balance off by 2545478.01"
C105751207_1,0.925923653051467,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 95805.53"
C1057569470_1,0.4588695330358921,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1058822905_1,0.9281102177010514,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 60758.42"
C1059300256_1,0.48320697759629083,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1060042118_1,0.4475704121812975,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1060519157_1,0.9277615470380671,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 90635.90"
C1060549703_1,0.6999341014723511,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
C1060703587_1,0.9265143859988854,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 118056.71"
C1061018585_1,0.8898381557429762,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 18389.77"
C1061448687_1,0.9277615470380671,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 371883.82 >= 200000.0; origin_balance_mismatch: Origin balance off by 743767.64"
C1062181581_1,0.9436031573492556,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 249740.75 >= 200000.0; origin_balance_mismatch: Origin balance off by 246992.53"
C106297322_1,0.9046975495458471,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 2421578.09 >= 200000.0; origin_balance_mismatch: Origin balance off by 2421578.09"
C1064905627_1,0.9827665419250886,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 174234.58"
C1068445309_1,0.7997792679411659,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 1475.12"
C1068945248_1,0.41575509782088965,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1069584108_1,0.8142380850547051,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 4898.07"
C1073878937_1,0.3489936933145378,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1074630954_1,0.4481407393816222,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1074844820_1,0.737432167173228,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 1635.86"
C1075082007_1,0.7602661804987216,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 2449.43"
C1075996552_1,0.8369234933512075,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 6540.90"
C1076202543_1,0.925923653051467,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 431381.17 >= 200000.0; origin_balance_mismatch: Origin balance off by 390900.17"
C1076855029_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 348827.54"
C1076966140_1,0.3650407244612863,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1078262677_1,0.9277615470380671,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 311023.52 >= 200000.0; origin_balance_mismatch: Origin balance off by 622047.04"
C1079125839_1,0.4739155645625683,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1079190991_1,0.40548464171687126,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1080167822_1,0.42641922214979816,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1082528716_1,0.849171082665511,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 9119.45"
C1082795132_1,0.9999999975739751,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 607537.17 >= 200000.0; origin_balance_mismatch: Origin balance off by 607537.17"
C1082865087_1,0.31218095521628064,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1086849943_1,0.9882345884543688,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 147737.88"
C1087072654_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 269954.22"
C1088417975_1,0.9999999975739751,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 163100.34"
C1088491512_1,0.9100939162115937,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 397694.65"
C10885570_1,0.9193865997491548,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 287126.39 >= 200000.0"
C1088744071_1,0.4744673332254733,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1089680530_1,0.33756482833647433,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C108982313_1,0.7858463894809808,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 4744.47"
C1089930529_1,0.7481407393816222,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
C109065770_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 532111.14 >= 200000.0; origin_balance_mismatch: Origin balance off by 1064222.28"
C1091107430_1,0.9046975495458471,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 39069.42"
C1091234211_1,0.4093812073920945,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C10915321_1,0.37339703636112265,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1091781053_1,0.477974370249114,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1093441885_1,0.9999999975739751,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 63557.19"
C1094199074_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 127529.80"
C1094272405_1,0.9713660913617259,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 289203.45 >= 200000.0; origin_balance_mismatch: Origin balance off by 289203.45"
C1095203437_1,0.36102464039927595,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1095947149_1,0.3650407244612863,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1097069005_1,0.4077995878885338,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1098568947_1,0.8611604548861322,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
C1099552523_1,0.4368332854421353,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1100109058_1,0.20654220322997374,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1100619942_1,0.697165864826616,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
C1101598632_1,0.9281102177010514,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 173597.57"
C1103505488_1,0.42641922214979816,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1103666479_1,0.740173689218484,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
C1105090408_1,0.37527651882308416,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1107204185_1,0.9999999975739751,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 195490.04"
C1107404311_1,0.8947917272853878,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 21820.68"
C1107579932_1,0.9281102177010514,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 152757.58"
C1108517064_1,0.9559263114270093,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 15873.75"
C1108706191_1,0.9281102177010514,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 114057.61"
C1108889615_1,0.4605925666801611,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1110195322_1,0.45371091171990596,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1110698130_1,0.4458605877503049,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1111379131_1,0.8267275277167729,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 2290.73"
C1112075608_1,0.7605925666801611,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
C1112456099_1,0.9164493897859962,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 26004.52"
C1112758237_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 223744.80 >= 200000.0; origin_balance_mismatch: Origin balance off by 447489.59"
C1113895488_1,0.9640145919730023,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 95058.38"
C1114335860_1,0.4588695330358921,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1118430673_1,0.5379419184255385,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1119242936_1,0.34694003709082594,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1120670624_1,0.41049620772693884,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1121072891_1,0.44074151373474585,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1122233828_1,0.9100939162115937,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 64650.48"
C1123166613_1,0.3650407244612863,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1123236701_1,0.6703467505973979,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 749.34"
C1123321137_1,0.9402959971188061,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 17358.27"
C1123559518_1,0.9281102177010514,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 220691.42 >= 200000.0; origin_balance_mismatch: Origin balance off by 220691.42"
C1124317168_1,0.39716586482661603,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1125098735_1,0.9100939162115937,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 455440.65 >= 200000.0; origin_balance_mismatch: Origin balance off by 910881.31"
C1128158063_1,0.825967249868818,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 7485.44"
C1129433283_1,0.7667685829363734,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 2803.83"
C1129869771_1,0.4605925666801611,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1130346421_1,0.35022656913965083,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1130551263_1,0.969814487682249,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 185568.12"
C1130598644_1,0.31670657447331696,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1131592118_1,0.4481407393816222,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1132369181_1,0.7095933518505804,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 1098.78"
C1132379993_1,0.7470675736937655,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01; new_destination_large_amount: New destination received 182385.22"
C1135935001_1,0.9046975495458471,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 639378.37 >= 200000.0; origin_balance_mismatch: Origin balance off by 639378.37"
C1136005694_1,0.40437303099219524,False,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042)"
C1137078855_1,0.7799445818463607,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 3665.18"
C1137667747_1,0.9100939162115937,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 42012.45"
C1141113940_1,0.9265143859988854,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 57794.61"
C114414807_1,0.9281102177010514,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 65025.30"
C1144897090_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 63292.62"
C1147394515_1,0.8273421148963347,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 5468.36"
C1149388444_1,0.678141332907843,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 356.35"
C1149407083_1,0.9886390416263606,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: high_amount: Amount 205955.77 >= 200000.0; origin_balance_mismatch: Origin balance off by 411911.54"
C115086468_1,0.7584587333856385,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 2279.65"
C1151512955_1,0.7379043110905416,True,"Top drivers: dest_balance_delta (0.061), amount (0.056), origin_balance_delta (0.042) | Rules: origin_balance_mismatch: Origin balance off by 0.01"
