account,risk_level,max_score,mean_score,total_transactions,suspicious_transactions,total_amount
C1547817015,low_risk,0.42821022123098373,0.42821022123098373,1,0,749.26
M35864696,low_risk,0.42821022123098373,0.42821022123098373,1,0,749.26
C1123236701,low_risk,0.42819904983043666,0.42819904983043666,1,0,749.34
M1552221437,low_risk,0.42819904983043666,0.42819904983043666,1,0,749.34
C1585711807,low_risk,0.4234246268868446,0.4234246268868446,1,0,783.31
C284686302,low_risk,0.4234246268868446,0.3617123134485482,2,0,15853.1
C1630841930,low_risk,0.4202118217945099,0.4202118217945099,1,0,804.16
M2004655561,low_risk,0.4202118217945099,0.4202118217945099,1,0,804.16
C988904418,low_risk,0.41356519311666484,0.41356519311666484,1,0,848.74
M261650860,low_risk,0.41356519311666484,0.41356519311666484,1,0,848.74
C1936175805,low_risk,0.4118475615978241,0.4118475615978241,1,0,860.6
M994051277,low_risk,0.4118475615978241,0.4118475615978241,1,0,860.6
C1523510420,low_risk,0.4111054509878158,0.4111054509878158,1,0,865.77
M473073770,low_risk,0.4111054509878158,0.4111054509878158,1,0,865.77
C569976699,low_risk,0.4082469806075096,0.4082469806075096,1,0,885.95
M538618049,low_risk,0.4082469806075096,0.4082469806075096,1,0,885.95
C1225353990,low_risk,0.406241437792778,0.406241437792778,1,0,900.37
M1243102466,low_risk,0.406241437792778,0.406241437792778,1,0,900.37
C1627781283,low_risk,0.40499829351902006,0.40499829351902006,1,0,909.33
M574077658,low_risk,0.40499829351902006,0.40499829351902006,1,0,909.33
C1635738187,low_risk,0.4000835970044136,0.4000835970044136,1,0,943.79
M1462575904,low_risk,0.4000835970044136,0.4000835970044136,1,0,943.79
C1831141281,low_risk,0.3975059032440185,0.3975059032440185,1,0,962.43
M1705277839,low_risk,0.3975059032440185,0.3975059032440185,1,0,962.43
C143295000,low_risk,0.39081282615661617,0.39081282615661617,1,0,1012.84
M1353838640,low_risk,0.39081282615661617,0.39081282615661617,1,0,1012.84
C1926027290,low_risk,0.3901694118976593,0.3901694118976593,1,0,1017.85
M1837601499,low_risk,0.3901694118976593,0.3901694118976593,1,0,1017.85
C598940780,low_risk,0.38865294903516767,0.38865294903516767,1,0,1029.78
M1832267584,low_risk,0.38865294903516767,0.38865294903516767,1,0,1029.78
C1997704619,low_risk,0.3839146114885807,0.3839146114885807,1,0,1068.22
M1665308978,low_risk,0.3839146114885807,0.3839146114885807,1,0,1068.22
C1132369181,low_risk,0.38030513301491736,0.38030513301491736,1,0,1098.78
M2008229299,low_risk,0.38030513301491736,0.38030513301491736,1,0,1098.78
C1234776885,low_risk,0.37690400481224057,0.2807620369405909,11,0,3504799.89
C1775120226,low_risk,0.37690400481224057,0.37690400481224057,1,0,1128.69
C1807894765,low_risk,0.3699921570718288,0.3699921570718288,1,0,1193.24
M598325842,low_risk,0.3699921570718288,0.3699921570718288,1,0,1193.24
C1844579038,low_risk,0.3689832575619221,0.3689832575619221,1,0,1203.13
M1337655323,low_risk,0.3689832575619221,0.3689832575619221,1,0,1203.13
C1692073709,low_risk,0.3683262310922146,0.3683262310922146,1,0,1209.64
M948675904,low_risk,0.3683262310922146,0.3683262310922146,1,0,1209.64
C1574615832,low_risk,0.3659170992672443,0.3659170992672443,1,0,1234.0
C1983025922,low_risk,0.3659170992672443,0.18295854963362215,2,0,36297.63
C373812946,low_risk,0.3639376178383827,0.3639376178383827,1,0,1254.62
M1077841146,low_risk,0.3639376178383827,0.3639376178383827,1,0,1254.62
C173738886,low_risk,0.36233210712671277,0.36233210712671277,1,0,1271.77
C932583850,low_risk,0.36233210712671277,0.2830327983877006,14,0,2890376.99
C1986704180,low_risk,0.360200210660696,0.360200210660696,1,0,1295.17
M1346975381,low_risk,0.360200210660696,0.360200210660696,1,0,1295.17
C1155769010,low_risk,0.3561664536595344,0.3561664536595344,1,0,1341.58
C557041912,low_risk,0.3561664536595344,0.28981686946418544,9,0,933077.0800000001
C355429553,low_risk,0.35258898735046384,0.35258898735046384,1,0,1385.36
M1488505354,low_risk,0.35258898735046384,0.35258898735046384,1,0,1385.36
C1671816300,low_risk,0.35194812864065167,0.35194812864065167,1,0,1393.49
M2123269713,low_risk,0.35194812864065167,0.35194812864065167,1,0,1393.49
C1444010937,low_risk,0.35088213086128234,0.35088213086128234,1,0,1407.22
M1387042399,low_risk,0.35088213086128234,0.35088213086128234,1,0,1407.22
C1429483328,low_risk,0.34692450314760204,0.34692450314760204,1,0,1460.63
M172794870,low_risk,0.34692450314760204,0.34692450314760204,1,0,1460.63
C641030345,low_risk,0.3468937948346138,0.3468937948346138,1,0,1461.06
M521466380,low_risk,0.3468937948346138,0.3468937948346138,1,0,1461.06
C869290854,low_risk,0.34616255313158034,0.34616255313158034,1,0,1471.39
M664839586,low_risk,0.34616255313158034,0.34616255313158034,1,0,1471.39
C518692141,low_risk,0.3426947146654129,0.3426947146654129,1,0,1522.55
M1620187937,low_risk,0.3426947146654129,0.3426947146654129,1,0,1522.55
C904208473,low_risk,0.341917947679758,0.341917947679758,1,0,1534.54
M103118806,low_risk,0.341917947679758,0.341917947679758,1,0,1534.54
C2135790485,low_risk,0.34043754674494264,0.34043754674494264,1,0,1557.98
M790229674,low_risk,0.34043754674494264,0.34043754674494264,1,0,1557.98
C761750706,low_risk,0.34007640592753885,0.34007640592753885,1,0,1563.82
M1731217984,low_risk,0.34007640592753885,0.34007640592753885,1,0,1563.82
C1100619942,low_risk,0.33871552906930447,0.33871552906930447,1,0,1586.28
M87242619,low_risk,0.33871552906930447,0.33871552906930447,1,0,1586.28
C1908999587,low_risk,0.33746622800827025,0.33746622800827025,1,0,53.35
M816804727,low_risk,0.33746622800827025,0.33746622800827025,1,0,53.35
C773348567,low_risk,0.33686930127441883,0.33686930127441883,1,0,1617.97
M2115640742,low_risk,0.33686930127441883,0.33686930127441883,1,0,1617.97
C1074844820,low_risk,0.3358640655875206,0.3358640655875206,1,0,1635.86
M874153561,low_risk,0.3358640655875206,0.3358640655875206,1,0,1635.86
C889928215,low_risk,0.33412935622036455,0.33412935622036455,1,0,1667.88
M3694603,low_risk,0.33412935622036455,0.33412935622036455,1,0,1667.88
C667890001,low_risk,0.3341171599924564,0.3341171599924564,1,0,1668.11
C673068808,low_risk,0.3341171599924564,0.3170585799962282,2,0,44216.07
C1548271808,low_risk,0.33351035006344315,0.33351035006344315,1,0,1679.68
M17600354,low_risk,0.33351035006344315,0.33351035006344315,1,0,1679.68
C1481594086,low_risk,0.33324458599090573,0.33324458599090573,1,0,1684.81
M1569435561,low_risk,0.33324458599090573,0.33324458599090573,1,0,1684.81
C1848163207,low_risk,0.33098081797361373,0.33098081797361373,1,0,1730.16
M435175610,low_risk,0.33098081797361373,0.33098081797361373,1,0,1730.16
C1925785585,low_risk,0.3273308131843805,0.3273308131843805,1,0,1810.41
M449338124,low_risk,0.3273308131843805,0.3273308131843805,1,0,1810.41
C1509309988,low_risk,0.3246404197067022,0.3246404197067022,1,0,1876.44
M1643141512,low_risk,0.3246404197067022,0.3246404197067022,1,0,1876.44
C1235635586,low_risk,0.32414277344942094,0.32414277344942094,1,0,1889.41
M876962272,low_risk,0.32414277344942094,0.32414277344942094,1,0,1889.41
C1738561265,low_risk,0.3236652508378029,0.3236652508378029,1,0,1902.1
M497786326,low_risk,0.3236652508378029,0.3236652508378029,1,0,1902.1
C325629482,low_risk,0.32333251312375066,0.32333251312375066,1,0,1911.09
M1153672386,low_risk,0.32333251312375066,0.32333251312375066,1,0,1911.09
C505968231,low_risk,0.3230154998600483,0.3230154998600483,1,0,1919.77
M779018428,low_risk,0.3230154998600483,0.3230154998600483,1,0,1919.77
C614685048,low_risk,0.3219170518219471,0.3043834103643894,5,0,517511.51
C889422145,low_risk,0.3219170518219471,0.3219170518219471,1,0,1950.77
C1943444495,low_risk,0.32086050175130365,0.32086050175130365,1,0,1982.04
M874740624,low_risk,0.32086050175130365,0.32086050175130365,1,0,1982.04
C567852222,low_risk,0.32068439703434704,0.32068439703434704,1,0,1987.4
M1541433310,low_risk,0.32068439703434704,0.32068439703434704,1,0,1987.4
C1060549703,low_risk,0.3204941898584366,0.3204941898584366,1,0,1993.24
M1682157864,low_risk,0.3204941898584366,0.3204941898584366,1,0,1993.24
C1478995734,low_risk,0.31853697560727595,0.31853697560727595,1,0,2056.59
M1699578227,low_risk,0.31853697560727595,0.31853697560727595,1,0,2056.59
C718512571,low_risk,0.3180546626448631,0.3180546626448631,1,0,2073.2
M1807911555,low_risk,0.3180546626448631,0.3180546626448631,1,0,2073.2
C1854778591,low_risk,0.31731335259974003,0.30865667630113686,2,0,18018.38
C685934,low_risk,0.31731335259974003,0.31731335259974003,1,0,2099.59
C1987977423,low_risk,0.3164476342499256,0.3164476342499256,1,0,2131.84
M61073295,low_risk,0.3164476342499256,0.3164476342499256,1,0,2131.84
C300811000,low_risk,0.3163883402943611,0.3163883402943611,1,0,2134.11
M1090695601,low_risk,0.3163883402943611,0.3163883402943611,1,0,2134.11
C98974893,low_risk,0.3151637433096766,0.3151637433096766,1,0,42.0
M1733947537,low_risk,0.3151637433096766,0.3151637433096766,1,0,42.0
C1615801298,low_risk,0.31465996243059635,0.31465996243059635,1,0,2204.04
M490391704,low_risk,0.31465996243059635,0.31465996243059635,1,0,2204.04
C1658020779,low_risk,0.31421364229172466,0.31421364229172466,1,0,2223.41
M2022285740,low_risk,0.31421364229172466,0.31421364229172466,1,0,2223.41
C2099932844,low_risk,0.31366046238690615,0.31366046238690615,1,0,2248.26
M415906914,low_risk,0.31366046238690615,0.31366046238690615,1,0,2248.26
C104716441,low_risk,0.3135695161297917,0.3135695161297917,1,0,2252.44
M1506951181,low_risk,0.3135695161297917,0.3135695161297917,1,0,2252.44
C224060798,low_risk,0.3132781183347106,0.3132781183347106,1,0,2266.02
M1752535057,low_risk,0.3132781183347106,0.3132781183347106,1,0,2266.02
C1887699190,low_risk,0.31302218008786437,0.31302218008786437,1,0,2278.19
M1479140596,low_risk,0.31302218008786437,0.31302218008786437,1,0,2278.19
C115086468,low_risk,0.3129918003454804,0.3129918003454804,1,0,2279.65
M1855112877,low_risk,0.3129918003454804,0.3129918003454804,1,0,2279.65
C49318987,low_risk,0.3128905614838004,0.3128905614838004,1,0,2284.54
M1058650291,low_risk,0.3128905614838004,0.3128905614838004,1,0,2284.54
C1111379131,low_risk,0.3127635415643453,0.3127635415643453,1,0,2290.73
C660143728,low_risk,0.3127635415643453,0.3031908853910863,4,0,127574.45
C1956746660,low_risk,0.3123223116621375,0.3123223116621375,1,0,2312.71
M1982876486,low_risk,0.3123223116621375,0.3123223116621375,1,0,2312.71
C79161706,low_risk,0.31178883034735916,0.31178883034735916,1,0,2340.34
M1685407532,low_risk,0.31178883034735916,0.31178883034735916,1,0,2340.34
C1458748394,low_risk,0.3117050644010305,0.3117050644010305,1,0,2344.79
C998351292,low_risk,0.3117050644010305,0.2690443221247314,16,0,2594571.0
C2041996211,low_risk,0.3114666499197483,0.3114666499197483,1,0,2357.63
M461448225,low_risk,0.3114666499197483,0.3114666499197483,1,0,2357.63
C930317866,low_risk,0.31058553243055936,0.31058553243055936,1,0,2407.47
M611502040,low_risk,0.31058553243055936,0.31058553243055936,1,0,2407.47
C1835841364,low_risk,0.309105253405869,0.309105253405869,1,0,2501.21
M1803361784,low_risk,0.309105253405869,0.309105253405869,1,0,2501.21
C22668134,low_risk,0.30889887586236,0.30889887586236,1,0,2515.46
M1474072872,low_risk,0.30889887586236,0.30889887586236,1,0,2515.46
C1927322214,low_risk,0.3084332111291587,0.3084332111291587,1,0,2548.85
M2048999860,low_risk,0.3084332111291587,0.3084332111291587,1,0,2548.85
C1149388444,low_risk,0.3084128710441291,0.3084128710441291,1,0,2550.35
M922992444,low_risk,0.3084128710441291,0.3084128710441291,1,0,2550.35
C800456240,low_risk,0.3081312645226717,0.3081312645226717,1,0,2571.49
M1164699452,low_risk,0.3081312645226717,0.3081312645226717,1,0,2571.49
C885910946,low_risk,0.3077729230746627,0.3077729230746627,1,0,2599.46
M1860591867,low_risk,0.3077729230746627,0.3077729230746627,1,0,2599.46
C1528769018,low_risk,0.30764185469597577,0.30764185469597577,1,0,2610.01
M183155105,low_risk,0.30764185469597577,0.30764185469597577,1,0,2610.01
C1489831627,low_risk,0.307339337002486,0.307339337002486,1,0,2635.06
M1005093407,low_risk,0.307339337002486,0.307339337002486,1,0,2635.06
C1574509514,low_risk,0.3072407077997923,0.3072407077997923,1,0,2643.45
C215145189,low_risk,0.3072407077997923,0.30181017694995316,4,0,69216.6
C237297104,low_risk,0.30722694369032977,0.30722694369032977,1,0,2644.63
M1869673263,low_risk,0.30722694369032977,0.30722694369032977,1,0,2644.63
C1957282992,low_risk,0.3072123685851693,0.3072123685851693,1,0,2645.88
M140428850,low_risk,0.3072123685851693,0.3072123685851693,1,0,2645.88
C1164394344,low_risk,0.30689647467806935,0.30689647467806935,1,0,2673.64
C1330400026,low_risk,0.30689647467806935,0.22672415176666405,4,0,111348.23
C802255644,low_risk,0.3062323878519237,0.3062323878519237,1,0,2736.35
M1525114112,low_risk,0.3062323878519237,0.3062323878519237,1,0,2736.35
C1428726828,low_risk,0.3061603213660419,0.3061603213660419,1,0,2743.55
M710220387,low_risk,0.3061603213660419,0.3061603213660419,1,0,2743.55
C2093319848,low_risk,0.3060347193852067,0.3060347193852067,1,0,2756.3
M2109027570,low_risk,0.3060347193852067,0.3060347193852067,1,0,2756.3
C245530164,low_risk,0.3056131945922971,0.3056131945922971,1,0,2801.1
C63387985,low_risk,0.3056131945922971,0.3056131945922971,1,0,2801.1
C1129433283,low_risk,0.3055884761735797,0.3055884761735797,1,0,2803.83
M864138492,low_risk,0.3055884761735797,0.3055884761735797,1,0,2803.83
C1346197173,low_risk,0.3055533478036523,0.3055533478036523,1,0,2807.73
C1973538135,low_risk,0.3055533478036523,0.22638837100764492,4,0,103156.22
C1919125229,low_risk,0.3054309669882059,0.3054309669882059,1,0,2821.51
M1688150025,low_risk,0.3054309669882059,0.3054309669882059,1,0,2821.51
C975033189,low_risk,0.3050445252563804,0.3050445252563804,1,0,2867.14
M962287291,low_risk,0.3050445252563804,0.3050445252563804,1,0,2867.14
C754527431,low_risk,0.3050059022381902,0.3050059022381902,1,0,2871.89
M820677667,low_risk,0.3050059022381902,0.3050059022381902,1,0,2871.89
C594916129,low_risk,0.30499392244964835,0.30499392244964835,1,0,2873.37
M1537912396,low_risk,0.30499392244964835,0.30499392244964835,1,0,2873.37
C1970779713,low_risk,0.3049754579551518,0.3049754579551518,1,0,2875.66
M923013679,low_risk,0.3049754579551518,0.3049754579551518,1,0,2875.66
C800497654,low_risk,0.3048479565884918,0.3048479565884918,1,0,2891.7
M215632153,low_risk,0.3048479565884918,0.3048479565884918,1,0,2891.7
C1688770224,low_risk,0.30478817857801915,0.30478817857801915,1,0,27.55
M235162442,low_risk,0.30478817857801915,0.30478817857801915,1,0,27.55
C456785282,low_risk,0.3046396516263485,0.3046396516263485,1,0,2918.83
M1043317832,low_risk,0.3046396516263485,0.3046396516263485,1,0,2918.83
C628064884,low_risk,0.3044372198637575,0.3044372198637575,1,0,2946.38
M109069556,low_risk,0.3044372198637575,0.3044372198637575,1,0,2946.38
C1075082007,low_risk,0.3038038791622966,0.3038038791622966,1,0,3041.43
M554634433,low_risk,0.3038038791622966,0.3038038791622966,1,0,3041.43
C1874451126,low_risk,0.30376565381884574,0.30376565381884574,1,0,3047.66
C748178358,low_risk,0.30376565381884574,0.30376565381884574,1,0,3047.66
C422409467,low_risk,0.3034518121741712,0.3034518121741712,1,0,3101.33
M1273958371,low_risk,0.3034518121741712,0.3034518121741712,1,0,3101.33
C1504109395,low_risk,0.30320971137844027,0.2059183008911191,6,0,1311038.21
C923083575,low_risk,0.30320971137844027,0.30320971137844027,1,0,3146.16
C404586280,low_risk,0.3030554292257875,0.3030554292257875,1,0,3176.52
M2027227708,low_risk,0.3030554292257875,0.3030554292257875,1,0,3176.52
C1182311147,low_risk,0.3030397064052522,0.3030397064052522,1,0,3179.7
C1540270363,low_risk,0.3030397064052522,0.3030397064052522,1,0,3179.7
C832292933,low_risk,0.3029456899035722,0.3029456899035722,1,0,3199.06
M1280603381,low_risk,0.3029456899035722,0.3029456899035722,1,0,3199.06
C104261836,low_risk,0.30283654904924334,0.30283654904924334,1,0,3222.32
M259630944,low_risk,0.30283654904924334,0.30283654904924334,1,0,3222.32
C1827212229,low_risk,0.3028278546407819,0.3028278546407819,1,0,3224.21
M173440626,low_risk,0.3028278546407819,0.3028278546407819,1,0,3224.21
C1746257394,low_risk,0.3026264516171068,0.3026264516171068,1,0,3269.72
C793315160,low_risk,0.3026264516171068,0.30131322580855335,2,0,290396.11
C1296910502,low_risk,0.30255926626268775,0.30255926626268775,1,0,3285.68
M828241083,low_risk,0.30255926626268775,0.30255926626268775,1,0,3285.68
C1277692255,low_risk,0.3025485243182629,0.3025485243182629,1,0,3288.27
M185129701,low_risk,0.3025485243182629,0.3025485243182629,1,0,3288.27
C1626852381,low_risk,0.3024354624561965,0.3024354624561965,1,0,3316.21
M300604602,low_risk,0.3024354624561965,0.3024354624561965,1,0,3316.21
C1484727512,low_risk,0.30243222336284814,0.30243222336284814,1,0,3317.03
M1437401449,low_risk,0.30243222336284814,0.30243222336284814,1,0,3317.03
C665282413,low_risk,0.30241694499272853,0.30241694499272853,1,0,3320.91
M1966919370,low_risk,0.30241694499272853,0.30241694499272853,1,0,3320.91
C1370224403,low_risk,0.3021828817902133,0.3021828817902133,1,0,3383.61
M246264949,low_risk,0.3021828817902133,0.3021828817902133,1,0,3383.61
C191945292,low_risk,0.30206700197886677,0.30206700197886677,1,0,3417.18
M1242688388,low_risk,0.30206700197886677,0.30206700197886677,1,0,3417.18
C1651754404,low_risk,0.30206401958130297,0.30206401958130297,1,0,3418.07
M1564892747,low_risk,0.30206401958130297,0.30206401958130297,1,0,3418.07
C2103763750,low_risk,0.30196308924350884,0.30196308924350884,1,0,3448.92
M335107734,low_risk,0.30196308924350884,0.30196308924350884,1,0,3448.92
C1068824137,low_risk,0.30194069151766595,0.30019406915176655,10,0,1564142.12
C261838162,low_risk,0.30194069151766595,0.30194069151766595,1,0,3455.98
C1240412896,low_risk,0.30190676578786224,0.30190676578786224,1,0,3466.83
M656349395,low_risk,0.30190676578786224,0.30190676578786224,1,0,3466.83
C1999135802,low_risk,0.30184935035649685,0.30184935035649685,1,0,3485.64
M52487168,low_risk,0.30184935035649685,0.30184935035649685,1,0,3485.64
C211649273,low_risk,0.3018399293767288,0.3018399293767288,1,0,3488.78
M1862347028,low_risk,0.3018399293767288,0.3018399293767288,1,0,3488.78
C1844942991,low_risk,0.30179278356954453,0.30179278356954453,1,0,3504.75
M665988980,low_risk,0.30179278356954453,0.30179278356954453,1,0,3504.75
C1321640594,low_risk,0.30158565305173396,0.1049158585108671,4,0,15921.970000000001
C1579132337,low_risk,0.30158565305173396,0.30158565305173396,1,0,3580.26
C2081964843,low_risk,0.3014455739175901,0.3014455739175901,1,0,3637.13
M1984328477,low_risk,0.3014455739175901,0.3014455739175901,1,0,3637.13
C822232612,low_risk,0.30142923339735717,0.30142923339735717,1,0,3644.12
M633131207,low_risk,0.30142923339735717,0.30142923339735717,1,0,3644.12
C1657842786,low_risk,0.30135415941476823,0.30135415941476823,1,0,3677.29
M353206468,low_risk,0.30135415941476823,0.30135415941476823,1,0,3677.29
C45643137,low_risk,0.30123249131720514,0.30123249131720514,1,0,3735.16
M1715686600,low_risk,0.30123249131720514,0.30123249131720514,1,0,3735.16
C1638249646,low_risk,0.3012168081011623,0.3012168081011623,1,0,3743.03
M980533504,low_risk,0.3012168081011623,0.3012168081011623,1,0,3743.03
C602858680,low_risk,0.30114022906636817,0.30114022906636817,1,0,3782.98
M680865258,low_risk,0.30114022906636817,0.30114022906636817,1,0,3782.98
C170129919,low_risk,0.30113478996790943,0.30113478996790943,1,0,3785.92
M826313713,low_risk,0.30113478996790943,0.30113478996790943,1,0,3785.92
C991242536,low_risk,0.3011320029851049,0.3011320029851049,1,0,3787.43
M1450712470,low_risk,0.3011320029851049,0.3011320029851049,1,0,3787.43
C2081269248,low_risk,0.3009793834062293,0.3009793834062293,1,0,3876.42
M13918250,low_risk,0.3009793834062293,0.3009793834062293,1,0,3876.42
C1970292649,low_risk,0.30094301474746316,0.30094301474746316,1,0,3899.67
M1652589261,low_risk,0.30094301474746316,0.30094301474746316,1,0,3899.67
C703627308,low_risk,0.3009074022411369,0.3009074022411369,1,0,3923.32
M979420182,low_risk,0.3009074022411369,0.3009074022411369,1,0,3923.32
C920446957,low_risk,0.3008807995938696,0.3008807995938696,1,0,3941.6
M1202081661,low_risk,0.3008807995938696,0.3008807995938696,1,0,3941.6
C1225616405,low_risk,0.3008795961388387,0.3001759195891833,5,0,94483.08
C502891368,low_risk,0.3008795961388387,0.3008795961388387,1,0,3942.44
C2044337856,low_risk,0.30087855248712003,0.30087855248712003,1,0,3943.17
M435914790,low_risk,0.30087855248712003,0.30087855248712003,1,0,3943.17
C1334618867,low_risk,0.30082165403291583,0.30082165403291583,1,0,3984.3
M45416784,low_risk,0.30082165403291583,0.30082165403291583,1,0,3984.3
C764043320,low_risk,0.3008077698061243,0.3008077698061243,1,0,3994.77
M122958939,low_risk,0.3008077698061243,0.3008077698061243,1,0,3994.77
C455888635,low_risk,0.30078412290895357,0.30078412290895357,1,0,4013.02
M204805934,low_risk,0.30078412290895357,0.30078412290895357,1,0,4013.02
C1265012928,low_risk,0.30076978021534156,0.30076978021534156,1,0,4024.36
M1176932104,low_risk,0.30076978021534156,0.30076978021534156,1,0,4024.36
C1800693087,low_risk,0.30074939971091225,0.30074939971091225,1,0,4040.84
C1825027294,low_risk,0.30074939971091225,0.30037469985547094,2,0,22663.0
C1478334108,low_risk,0.30070981713943185,0.30070981713943185,1,0,4074.17
M36550900,low_risk,0.30070981713943185,0.30070981713943185,1,0,4074.17
C862025017,low_risk,0.30069570848718286,0.30069570848718286,1,0,4086.5
M739737502,low_risk,0.30069570848718286,0.30069570848718286,1,0,4086.5
C244872973,low_risk,0.3006937751197256,0.3006937751197256,1,0,4088.21
M451312813,low_risk,0.3006937751197256,0.3006937751197256,1,0,4088.21
C353289825,low_risk,0.3006840941030532,0.3006840941030532,1,0,4096.84
M455024356,low_risk,0.3006840941030532,0.3006840941030532,1,0,4096.84
C1792473683,low_risk,0.30063771944260226,0.30063771944260226,1,0,4139.95
M1441410416,low_risk,0.30063771944260226,0.30063771944260226,1,0,4139.95
C697460450,low_risk,0.30062751183286307,0.30062751183286307,1,0,4149.86
M1416706187,low_risk,0.30062751183286307,0.30062751183286307,1,0,4149.86
C1151512955,low_risk,0.30061340546235443,0.30061340546235443,1,0,4163.82
M2052489518,low_risk,0.30061340546235443,0.30061340546235443,1,0,4163.82
C157322525,low_risk,0.30060384382959454,0.30060384382959454,1,0,4173.47
M633673177,low_risk,0.30060384382959454,0.30060384382959454,1,0,4173.47
C1470911015,low_risk,0.30059461243799884,0.30059461243799884,1,0,4182.93
M1268974304,low_risk,0.30059461243799884,0.30059461243799884,1,0,4182.93
C215078753,low_risk,0.30057190468069167,0.30057190468069167,1,0,4206.84
M1757317128,low_risk,0.30057190468069167,0.30057190468069167,1,0,4206.84
C803768841,low_risk,0.3005598336225375,0.3005598336225375,1,0,4219.94
M420993295,low_risk,0.3005598336225375,0.3005598336225375,1,0,4219.94
C737104370,low_risk,0.30054765067761763,0.30054765067761763,1,0,4233.45
M105966264,low_risk,0.30054765067761763,0.30054765067761763,1,0,4233.45
C1435804085,low_risk,0.30053932961891405,0.300179776539638,3,0,112183.48000000001
C2108318195,low_risk,0.30053932961891405,0.30053932961891405,1,0,4242.85
C318907151,low_risk,0.30052512444090096,0.30052512444090096,1,0,4259.24
M141610465,low_risk,0.30052512444090096,0.30052512444090096,1,0,4259.24
C1882116496,low_risk,0.3005134872801136,0.3005134872801136,1,0,4273.0
M389779746,low_risk,0.3005134872801136,0.3005134872801136,1,0,4273.0
C54960993,low_risk,0.30044880727655254,0.30044880727655254,1,0,4355.66
M276748028,low_risk,0.30044880727655254,0.30044880727655254,1,0,4355.66
C1865219266,low_risk,0.3004233992425725,0.3004233992425725,1,0,4391.44
M2138005960,low_risk,0.3004233992425725,0.3004233992425725,1,0,4391.44
C648630181,low_risk,0.30040630558505654,0.30040630558505654,1,0,4416.74
M1179272258,low_risk,0.30040630558505654,0.30040630558505654,1,0,4416.74
C425275537,low_risk,0.30040619968785903,0.30040619968785903,1,0,4416.9
M1564078808,low_risk,0.30040619968785903,0.30040619968785903,1,0,4416.9
C341433534,low_risk,0.30040593573939983,0.30040593573939983,1,0,4417.3
M554602748,low_risk,0.30040593573939983,0.30040593573939983,1,0,4417.3
C1103666479,low_risk,0.30038580231484957,0.30038580231484957,1,0,4448.53
M68217166,low_risk,0.30038580231484957,0.30038580231484957,1,0,4448.53
C429804587,low_risk,0.30038500443915833,0.30038500443915833,1,0,4449.8
M115397800,low_risk,0.30038500443915833,0.30038500443915833,1,0,4449.8
C518167684,low_risk,0.3003723105881363,0.3003723105881363,1,0,4470.38
